Link Id, Link Type, Distance, Source Id, Row Type, Source Rows, Column Type, Source Columns, Destination Id, Row Type, Destination Rows, Column Type, Destination Columns
2799,place,0.09,16596,place,"USA,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,University of Maryland,",16344,place,"Pakistan,Afghanistan,Khost,",date,"2000,2001,1 February, 2004,December, 2003,"
2799,place,0.05,16596,place,"USA,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,University of Maryland,",16616,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,Toronto,Gizab,Qalat,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2800,place,0.03,16318,place,"USA,Missouri,",date,"20 November, 2003,1 November, 2003,26 December, 2003,12 September, 2003,3 November, 2003,22 December, 2003,July, 2001,10 October, 2003,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2800,place,0.01,16318,place,"USA,Missouri,",date,"20 November, 2003,1 November, 2003,26 December, 2003,12 September, 2003,3 November, 2003,22 December, 2003,July, 2001,10 October, 2003,",16270,place,"USA,Pakistan,",date,"4 February, 2004,5 February,7 February,2 October, 2003,2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,17 September, 2004,"
2800,place,0.01,16318,place,"USA,Missouri,",date,"20 November, 2003,1 November, 2003,26 December, 2003,12 September, 2003,3 November, 2003,22 December, 2003,July, 2001,10 October, 2003,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2800,place,0.06,16318,place,"USA,Missouri,",date,"20 November, 2003,1 November, 2003,26 December, 2003,12 September, 2003,3 November, 2003,22 December, 2003,July, 2001,10 October, 2003,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2801,place,0.04,16593,place,"Peshawar,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2801,place,0.05,16593,place,"Peshawar,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,",16080,place,"Pakistan,Cuba,Columbia,",date,"2 January, 2004,November 21st,"
2801,place,0.05,16593,place,"Peshawar,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,",17061,place,"Cuba,Havana,Moscow,Russia,Middle East,",person,"Bugarov,Boris Bugarov,Pyotr,Boris,"
2802,place,0.09,16315,place,"USA,Charlotte,North Carolina,",date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,1 October, 2003,",16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2802,place,0.06,16315,place,"USA,Charlotte,North Carolina,",date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,1 October, 2003,",16374,place,"USA,Peshawar,Karachi,88 Sahibzada Gul Rd.,",date,"May, 2002,15 May, 2003,March 10, 2003,"
2803,place,0.06,16594,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,University of Maryland,",16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2803,place,0.07,16594,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,University of Maryland,",16171,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
2803,place,0.05,16594,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,University of Maryland,",16418,place,"USA,Detroit,Michigan,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,RCMP,"
2803,place,0.04,16594,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,University of Maryland,",16619,place,"USA,Canada,London,UK,Detroit,Michigan,",organization,"FBI,Al Qaeda,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2804,place,0.04,16316,place,"USA,Kansas City,Missouri,",date,"20 November, 2003,22 December, 2003,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2804,place,0.02,16316,place,"USA,Kansas City,Missouri,",date,"20 November, 2003,22 December, 2003,",16270,place,"USA,Pakistan,",date,"4 February, 2004,5 February,7 February,2 October, 2003,2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,17 September, 2004,"
2804,place,0.02,16316,place,"USA,Kansas City,Missouri,",date,"20 November, 2003,22 December, 2003,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2804,place,0.06,16316,place,"USA,Kansas City,Missouri,",date,"20 November, 2003,22 December, 2003,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2805,place,0.05,16591,place,"Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,",16775,place,"Pakistan,631 Nishtar Rd.,Karachi,Chitral,Gwadar,",organization,"Al Qaeda,Pakistani intelligence,police HQ,"
2805,place,0.04,16591,place,"Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,",17062,place,"Cuba,Havana,Middle East,",person,"Ramundo Ortiz,Ortiz,Bugarov,Boris Bugarov,Pyotr,Boris,"
2805,place,0.05,16591,place,"Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2806,place,0.09,16313,place,"Paris,France,Cairo,411 Ramses St.,Madrid,Spain,",date,"2 - 5 December, 2003,22 - 24 December, 2003,13 - 18 January, 2004,",16662,place,"Paris,France,Columbia,",organization,"Al Qaeda,Cabrito Hotel,"
2806,place,0.12,16313,place,"Paris,France,Cairo,411 Ramses St.,Madrid,Spain,",date,"2 - 5 December, 2003,22 - 24 December, 2003,13 - 18 January, 2004,",16980,place,"USA,Canada,Paris,France,Afghanistan,Montreal,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
2807,place,0.04,16592,place,"Peshawar,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2807,place,0.04,16592,place,"Peshawar,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,",17051,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,"
2808,place,0.07,16314,place,"USA,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",date,"23 October, 2003,1 October, 2003,",15496,document,"FBI_27,CIA_16,FBI_14,FBI_11,FBI_10,FBI_03,FBI_02,USCBP_02,FBI_35,",place,"USA,New Jersey,"
2808,place,0.03,16314,place,"USA,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",date,"23 October, 2003,1 October, 2003,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2808,place,0.03,16314,place,"USA,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",date,"23 October, 2003,1 October, 2003,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2808,place,0.05,16314,place,"USA,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",date,"23 October, 2003,1 October, 2003,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2808,place,0.06,16314,place,"USA,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",date,"23 October, 2003,1 October, 2003,",16270,place,"USA,Pakistan,",date,"4 February, 2004,5 February,7 February,2 October, 2003,2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,17 September, 2004,"
2809,place,0.04,16590,place,"Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2809,place,0.04,16590,place,"Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,",16775,place,"Pakistan,631 Nishtar Rd.,Karachi,Chitral,Gwadar,",organization,"Al Qaeda,Pakistani intelligence,police HQ,"
2810,place,0.04,16312,place,"Santo Domingo,Dominican Republic,Cuba,Havana,",date,"23 October, 2003,1992,23 January, 2003,2/22/2003,1 May, 2004,1992 - 1993,November 21st,28 September, 2004,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2810,place,0.02,16312,place,"Santo Domingo,Dominican Republic,Cuba,Havana,",date,"23 October, 2003,1992,23 January, 2003,2/22/2003,1 May, 2004,1992 - 1993,November 21st,28 September, 2004,",16222,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Santa Domingo,",date,"23 October, 2003,November 21st,28 September, 2004,"
2810,place,0.01,16312,place,"Santo Domingo,Dominican Republic,Cuba,Havana,",date,"23 October, 2003,1992,23 January, 2003,2/22/2003,1 May, 2004,1992 - 1993,November 21st,28 September, 2004,",16221,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Santa Domingo,Columbia,45 Desague St.,65 Ave. San Martin,",date,"November 21st,28 September, 2004,"
2810,place,0.06,16312,place,"Santo Domingo,Dominican Republic,Cuba,Havana,",date,"23 October, 2003,1992,23 January, 2003,2/22/2003,1 May, 2004,1992 - 1993,November 21st,28 September, 2004,",17062,place,"Cuba,Havana,Middle East,",person,"Ramundo Ortiz,Ortiz,Bugarov,Boris Bugarov,Pyotr,Boris,"
2811,place,0.04,16311,place,"Cuba,Buenos Aires,Argentina,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,2/22/2003,1 May, 2004,1992 - 1993,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2811,place,0.06,16311,place,"Cuba,Buenos Aires,Argentina,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,2/22/2003,1 May, 2004,1992 - 1993,",17062,place,"Cuba,Havana,Middle East,",person,"Ramundo Ortiz,Ortiz,Bugarov,Boris Bugarov,Pyotr,Boris,"
2811,place,0.05,16311,place,"Cuba,Buenos Aires,Argentina,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,2/22/2003,1 May, 2004,1992 - 1993,",17051,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,"
2812,place,0.10,16310,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",date,"2/22/2003,1 May, 2004,1992 - 1993,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2812,place,0.06,16310,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",date,"2/22/2003,1 May, 2004,1992 - 1993,",17051,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,"
2812,place,0.03,16310,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",date,"2/22/2003,1 May, 2004,1992 - 1993,",17058,place,"Santo Domingo,Caribbean,",person,"Jose Escalante,Abdellah Atmani,Atmani,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,"
2813,place,0.06,16599,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,",16098,place,"USA,Canada,Afghanistan,Pakhtia,",date,"2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
2813,place,0.09,16599,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,",16171,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
2813,place,0.03,16599,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,",16099,place,"USA,Afghanistan,Pakhtia,",date,"2001,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
2813,place,0.06,16599,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,",16553,place,"USA,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,AOL,Hamas,"
2814,place,0.09,15629,document,"FBI_19,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",16295,place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",date,"12 March, 2003,April, 2000,16 June, 2003,15 October, 2004,"
2814,place,0.07,15629,document,"FBI_19,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",16296,place,"USA,Texas,Houston,",date,"20 November, 2003,2 October, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,15 October, 2004,"
2814,place,0.05,15629,document,"FBI_19,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",15476,document,"FBI_19,CIA_04,CIA_03,FBI_38,FBI_37,NSA_16,",place,"Cuba,Columbia,"
2814,place,0.12,15629,document,"FBI_19,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2814,place,0.08,15629,document,"FBI_19,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",16084,place,"USA,Peshawar,Texas,Houston,",date,"12 March, 2003,May, 2002,"
2815,place,0.08,15628,document,"FBI_19,FBI_38,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",16295,place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",date,"12 March, 2003,April, 2000,16 June, 2003,15 October, 2004,"
2815,place,0.06,15628,document,"FBI_19,FBI_38,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",16296,place,"USA,Texas,Houston,",date,"20 November, 2003,2 October, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,15 October, 2004,"
2815,place,0.04,15628,document,"FBI_19,FBI_38,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",15476,document,"FBI_19,CIA_04,CIA_03,FBI_38,FBI_37,NSA_16,",place,"Cuba,Columbia,"
2815,place,0.08,15628,document,"FBI_19,FBI_38,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2815,place,0.08,15628,document,"FBI_19,FBI_38,FBI_37,",place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",16084,place,"USA,Peshawar,Texas,Houston,",date,"12 March, 2003,May, 2002,"
2816,place,0.02,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",16678,place,"USA,Texas,Carrizo Springs,Mexico,",organization,"FBI,USCBP,Longhorn Motel,USCPB,"
2816,place,0.03,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",16296,place,"USA,Texas,Houston,",date,"20 November, 2003,2 October, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,15 October, 2004,"
2816,place,0.02,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2816,place,0.02,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2816,place,0.04,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2816,place,0.03,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",15472,document,"FBI_22,FBI_21,CIA_12,CIA_10,FBI_07,CIA_07,DIA_03,DIA_01,",place,"USA,Afghanistan,"
2816,place,0.02,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",15471,document,"NSA_10,NSA_02,CIA_16,FBI_08,FBI_07,CIA_07,FBI_02,CIA_02,FBI_01,DIA_03,FBI_36,FBI_34,",place,"USA,Canada,"
2816,place,0.02,15627,document,"FBI_37,USCBP_01,",place,"USA,Texas,Mexico,Piedras Negras,",16688,place,"USA,California,",organization,"BMI,CalNational Bank,University of Maryland,"
2817,place,0.04,15626,document,"FBI_37,NSA_17,",place,"Mexico,Columbia,Piedras Negras,",16652,place,"Columbia,Bogota,",organization,"FARC,Cuban intelligence services,Los Andes Hotel,"
2818,place,0.03,15625,document,"FBI_37,USCBP_01,NSA_17,",place,"Mexico,Piedras Negras,",16678,place,"USA,Texas,Carrizo Springs,Mexico,",organization,"FBI,USCBP,Longhorn Motel,USCPB,"
2818,place,0.03,15625,document,"FBI_37,USCBP_01,NSA_17,",place,"Mexico,Piedras Negras,",16462,place,"Ojinaga,Mexico,Columbia,Chetumal,",organization,"FBI,God's Aryan Militia,ELN,Los Andes Hotel,"
2818,place,0.04,15625,document,"FBI_37,USCBP_01,NSA_17,",place,"Mexico,Piedras Negras,",15621,document,"FBI_19,NSA_12,",place,"Ojinaga,Mexico,Calamar,Columbia,"
2819,place,0.01,15622,document,"FBI_14,FBI_10,FBI_35,",place,"USA,New Jersey,224 Paulson Ave.,Clifton,",16269,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,17 September, 2004,"
2819,place,0.03,15622,document,"FBI_14,FBI_10,FBI_35,",place,"USA,New Jersey,224 Paulson Ave.,Clifton,",16268,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",date,"2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,"
2819,place,0.06,15622,document,"FBI_14,FBI_10,FBI_35,",place,"USA,New Jersey,224 Paulson Ave.,Clifton,",15968,place,"USA,New Jersey,Buenos Aires,Argentina,Columbia,224 Paulson Ave.,Clifton,",date,"1 November, 2003,2 January, 2004,"
2819,place,0.03,15622,document,"FBI_14,FBI_10,FBI_35,",place,"USA,New Jersey,224 Paulson Ave.,Clifton,",16004,place,"USA,New Jersey,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,"
2819,place,0.05,15622,document,"FBI_14,FBI_10,FBI_35,",place,"USA,New Jersey,224 Paulson Ave.,Clifton,",16688,place,"USA,California,",organization,"BMI,CalNational Bank,University of Maryland,"
2820,place,0.07,15621,document,"FBI_19,NSA_12,",place,"Ojinaga,Mexico,Calamar,Columbia,",15982,place,"USA,Cuba,New Jersey,Calamar,Columbia,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1991,"
2821,place,0.01,15620,document,"FBI_19,CIA_04,",place,"Cuba,Calamar,Columbia,",17055,place,"Cuba,Columbia,",person,"Sufaat,Jose Escalante,Billy Jack Hawkins,Slade Goodman,Carlos Morales,Saeed al Nami,Riyad al Taifi,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Juan,Ramon,Carlos,"
2821,place,0.06,15620,document,"FBI_19,CIA_04,",place,"Cuba,Calamar,Columbia,",17051,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,"
2821,place,0.04,15620,document,"FBI_19,CIA_04,",place,"Cuba,Calamar,Columbia,",17056,place,"Santo Domingo,Dominican Republic,Cuba,",person,"Sufaat,Ali Sufaat,Jose Escalante,Morales,Carlos Morales,Boris Bugarov,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2822,place,0.04,15639,document,"CIA_23,NSA_09,",place,"Santo Domingo,Dominican Republic,65 Avenue San Martin,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2822,place,0.05,15639,document,"CIA_23,NSA_09,",place,"Santo Domingo,Dominican Republic,65 Avenue San Martin,",17051,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,Hector Lopez,Lopez,"
2823,place,0.03,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",16295,place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",date,"12 March, 2003,April, 2000,16 June, 2003,15 October, 2004,"
2823,place,0.04,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",16296,place,"USA,Texas,Houston,",date,"20 November, 2003,2 October, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,15 October, 2004,"
2823,place,0.04,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",16084,place,"USA,Peshawar,Texas,Houston,",date,"12 March, 2003,May, 2002,"
2823,place,0.07,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",16670,place,"USA,Texas,Houston,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,Drexel Car Rental Agency,Central States Airline,"
2823,place,0.05,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",15472,document,"FBI_22,FBI_21,CIA_12,CIA_10,FBI_07,CIA_07,DIA_03,DIA_01,",place,"USA,Afghanistan,"
2823,place,0.03,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",16688,place,"USA,California,",organization,"BMI,CalNational Bank,University of Maryland,"
2823,place,0.03,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",16270,place,"USA,Pakistan,",date,"4 February, 2004,5 February,7 February,2 October, 2003,2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,17 September, 2004,"
2823,place,0.04,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2823,place,0.00,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2823,place,0.03,15636,document,"FBI_09,FBI_33,",place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2824,place,0.08,15635,document,"FBI_25,FBI_12,",place,"USA,Kansas City,",16688,place,"USA,California,",organization,"BMI,CalNational Bank,University of Maryland,"
2824,place,0.04,15635,document,"FBI_25,FBI_12,",place,"USA,Kansas City,",15506,document,"DIA_01,CIA_36,",place,"USA,Russia,"
2824,place,0.08,15635,document,"FBI_25,FBI_12,",place,"USA,Kansas City,",16374,place,"USA,Peshawar,Karachi,88 Sahibzada Gul Rd.,",date,"May, 2002,15 May, 2003,March 10, 2003,"
2825,place,0.07,15638,document,"FBI_24,FBI_16,",place,"Paris,France,Cairo,Madrid,Spain,",16994,place,"USA,Canada,Paris,France,Montreal,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,"
2826,place,0.12,15637,document,"CIA_24,FBI_24,",place,"Cairo,411 Ramses St.,",17174,place,"Casablanca,Caribbean,",person,"Jose Escalante,Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,"
2827,place,0.03,15632,document,"FBI_09,FBI_33,FBI_32,",place,"USA,Texas,Bellaire,",16296,place,"USA,Texas,Houston,",date,"20 November, 2003,2 October, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,15 October, 2004,"
2827,place,0.03,15632,document,"FBI_09,FBI_33,FBI_32,",place,"USA,Texas,Bellaire,",16295,place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",date,"12 March, 2003,April, 2000,16 June, 2003,15 October, 2004,"
2827,place,0.03,15632,document,"FBI_09,FBI_33,FBI_32,",place,"USA,Texas,Bellaire,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2827,place,0.02,15632,document,"FBI_09,FBI_33,FBI_32,",place,"USA,Texas,Bellaire,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2827,place,0.02,15632,document,"FBI_09,FBI_33,FBI_32,",place,"USA,Texas,Bellaire,",15472,document,"FBI_22,FBI_21,CIA_12,CIA_10,FBI_07,CIA_07,DIA_03,DIA_01,",place,"USA,Afghanistan,"
