BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns
16917,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Santa Domingo,",person,"Sufaat,Jose Escalante,Morales,Carlos Morales,Boris Bugarov,Escalante,Arze,Carlos,"
16918,place,"USA,Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",person,"J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,"
16919,place,"USA,Virginia,Newark,Detroit,Michigan,Laurel,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,"
16920,place,"USA,Virginia,Newark,Laurel,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,HIjazi,"
16921,place,"USA,Windsor,Ontario,Canada,London,UK,Detroit,Michigan,Heathrow Airport,",person,"Raeed Beandali,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,"
16922,place,"USA,Virginia,Laurel,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
16923,place,"USA,Canada,London,UK,Heathrow Airport,",person,"Raeed Beandali,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Riyad Yasser,Yasser,"
16924,place,"Pakistan,Bahamas,Karachi,Nassau,Freeport,11 Apple St.,1789 Grenfel Ave.,",person,"Omar Hanif,Muslih Odeh,"
16925,place,"Pakistan,Bahamas,Karachi,Nassau,Freeport,11 Apple St.,",person,"Omar Hanif,Hanif,Muslih Odeh,"
16926,place,"Pakistan,Bahamas,Nassau,Freeport,",person,"Omar Hanif,Hanif,Muslih Odeh,Wali Shakur,"
16927,place,"Pakistan,Bahamas,Nassau,",person,"Omar Hanif,Hanif,Saeed Hasham,Muslih Odeh,Wali Shakur,"
16928,place,"USA,Peshawar,Pakistan,Africa,22 Hoveniersstraat,Antwerp,Belgium,Panama City,Panama,New Jersey,Newark,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,"
16929,place,"USA,Peshawar,Pakistan,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Yasir Salman,Badawi,Boris Bugarov,"
16930,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,Columbia,Caribbean,Bogota,77 Avenue Francis,South and Central America,",person,"Arze,Cesar Arze,"
16931,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,Columbia,Caribbean,",person,"Jose Escalante,Escalante,Arze,Cesar Arze,"
16932,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,Columbia,",person,"Jose Escalante,Carlos Morales,Escalante,Arze,Cesar Arze,"
16933,place,"Cuba,Buenos Aires,Argentina,Columbia,",person,"Jose Escalante,Billy Jack Hawkins,Slade Goodman,Carlos Morales,Saeed al Nami,Riyad al Taifi,Escalante,Arze,Cesar Arze,"
16934,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Buenos Aires,Argentina,",person,"Jose Escalante,Morales,Carlos Morales,Escalante,Arze,Cesar Arze,"
16935,place,"Cuba,Buenos Aires,Argentina,",person,"Jose Escalante,Billy Jack Hawkins,Slade Goodman,Morales,Carlos Morales,Saeed al Nami,Riyad al Taifi,Escalante,Arze,Cesar Arze,"
16936,place,"USA,Peshawar,Africa,Cairo,",person,"Adnan Hijazi,Safrygin,"
16937,place,"USA,Karachi,Cairo,",person,"Omar Hanif,Safrygin,"
16938,place,"USA,Cairo,",person,"Adnan Hijazi,Omar Hanif,Safrygin,"
16939,place,"USA,Peshawar,Moscow,Russia,Middle East,",person,"Boris Bugarov,Safrygin,"
16940,place,"USA,Moscow,Russia,Middle East,",person,"Bugarov,Boris Bugarov,Safrygin,"
16941,place,"Peshawar,Africa,Middle East,",person,"Ramundo Ortiz,Ortiz,Safrygin,"
16942,place,"USA,Peshawar,Karachi,88 Sahibzada Gul Rd.,",person,"Yasir Salman,Badawi,Safrygin,"
16943,place,"USA,Karachi,",person,"Omar Hanif,Hanif,Yasir Salman,Badawi,Safrygin,"
16944,place,"USA,Peshawar,Africa,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Safrygin,"
16945,place,"USA,Peshawar,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Yasir Salman,Badawi,Boris Bugarov,Safrygin,"
16946,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,231 12th St.,Missouri,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,"
16947,place,"Pakistan,Columbia,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Escalante,"
16948,place,"USA,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,3131 Western Ave.,Dubai,UAE,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,"
16949,place,"USA,Chicago,Illinois,Amsterdam,Netherlands,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,71 Voorburg straat,Kuala Lumpur,Malaysia,",person,"Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,"
16950,place,"USA,Chicago,Illinois,Los Angeles,California,",person,"R. Derwish,Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,"
16951,place,"USA,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,",person,"Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,Abu Somad,Yazid Bafaba,"
16952,place,"USA,Los Angeles,California,",person,"Abdul al Nami,R. Derwish,Riduan Sungkar,Omar Evertts,A. Somad,Y. Bafaba,Sungkar,Abu Somad,Yazid Bafaba,Khaled Jehani,"
16953,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,"
16954,place,"USA,Bahamas,Nassau,Freeport,",person,"Omar Hanif,Hanif,Wali Shakur,Jamal al Quso,Mounir Mzoudi,Omar Mahmoud Othman,Othman,Hamza al Midhar,Mamoun Zammar,"
16955,place,"USA,Bahamas,Nassau,London,UK,11 Apple St.,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,Riyad Yasser,Yasser,"
16956,place,"USA,London,UK,Afghanistan,Chicago,Illinois,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,"
16957,place,"USA,Islamabad,Afghanistan,",person,"Omar Hanif,Hanif,Yasir Salman,Jamal al Quso,Omar Mahmoud Othman,Othman,"
16958,place,"Bahamas,Nassau,Freeport,11 Apple St.,",person,"Omar Hanif,Hanif,Muslih Odeh,Jamal al Quso,Omar Mahmoud Othman,Othman,"
16959,place,"Bahamas,Nassau,11 Apple St.,",person,"Omar Hanif,Hanif,Muslih Odeh,Jamal al Quso,Omar Mahmoud Othman,Othman,Riyad Yasser,Yasser,"
16960,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,"
16961,place,"USA,Canada,New Jersey,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Omar Mahmoud Othman,"
16962,place,"USA,New Jersey,Newark,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Riduan Sungkar,Omar Evertts,"
16963,place,"USA,New Jersey,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Riduan Sungkar,Omar Evertts,Omar Mahmoud Othman,"
16964,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Abu Somad,Yazid Bafaba,"
16965,place,"USA,Canada,New Jersey,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Abu Somad,Yazid Bafaba,Riyad Yasser,Yasser,"
16966,place,"USA,Windsor,Ontario,Canada,Newark,Detroit,Michigan,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Abu Somad,Yazid Bafaba,"
16967,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,231 12th St.,Missouri,435 Fielder Rd.,Central America,2727 Robinson Rd,",person,"Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,"
16968,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,"
16969,place,"Africa,Cuba,Havana,",person,"Ramundo Ortiz,Ortiz,Pyotr Safrygin,"
16970,place,"Africa,Moscow,Russia,Strizi,Strizhi,",person,"Pyotr Safrygin,Safrygin,"
16971,place,"USA,Canada,New York,Paris,France,Buffalo,174 Rue Cardinet,Afghanistan,Toronto,Toronto Airport,CDG,1712 Ferry St.,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,"
16972,place,"USA,Canada,Afghanistan,Toronto,",person,"Raeed Beandali,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,"
16973,place,"USA,Canada,New York,Paris,France,Buffalo,Afghanistan,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,"
16974,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Ramon,"
16975,place,"Cuba,Mexico,Columbia,Piedras Negras,",person,"Ramon,Carlos,"
16976,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,Victoria,",person,"Juan,Ramon,"
16977,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Juan,Ramon,"
16978,place,"Cuba,Mexico,Columbia,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Juan,Ramon,Carlos,"
16979,place,"USA,Texas,Mexico,Columbia,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,Juan,Ramon,"
16980,place,"USA,Canada,Paris,France,Afghanistan,Montreal,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16981,place,"USA,Canada,Afghanistan,Montreal,Chicago,Illinois,",person,"Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16982,place,"USA,Canada,Afghanistan,Chicago,Illinois,",person,"R. Derwish,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16983,place,"USA,Canada,Afghanistan,Montreal,",person,"Raeed Beandali,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16984,place,"USA,Afghanistan,Pakhtia,",person,"Yasir Salman,Badawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16985,place,"USA,Afghanistan,Chicago,Illinois,",person,"Omar Hanif,Hanif,R. Derwish,Jamal al Quso,Omar Mahmoud Othman,Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16986,place,"USA,Canada,Chicago,Illinois,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16987,place,"USA,Canada,Paris,France,Afghanistan,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,"
16988,place,"USA,Canada,Afghanistan,",person,"Abdul al Nami,Raeed Beandali,R. Derwish,Omar Mahmoud Othman,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Abu Somad,Yazid Bafaba,Khaled Jehani,"
16989,place,"USA,Canada,New York,Paris,France,Buffalo,Montreal,Quebec,175 Rue Durocher,Walden Ave.,Schiller Park,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,"
16990,place,"USA,Canada,Montreal,Quebec,",person,"Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Riyad Yasser,Yasser,Patrick O'Malley,Patrick O'alley,O'alley,"
16991,place,"USA,Canada,New York,Paris,France,Buffalo,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,"
16992,place,"USA,New York,Paris,France,",person,"Adnan Hijazi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,"
16993,place,"USA,New York,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
16994,place,"USA,Canada,Paris,France,Montreal,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,"
16995,place,"USA,Canada,Paris,France,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,"
16996,place,"USA,Paris,France,",person,"Adnan Hijazi,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Patrick O'Malley,Patrick O'alley,O'alley,"
16997,place,"USA,Texas,Houston,Missouri,",person,"Walter Smith,Saeed al Nami,Riyad al Taifi,"
16998,place,"USA,Texas,Kansas City,Chicago,Illinois,Missouri,2111 Troost Ave.,",person,"Walter Smith,Jamal al Quso,"
16999,place,"USA,Texas,Houston,Kansas City,Almeda-Genoa Rd,Chicago,Illinois,",person,"Khalid Shamrani,Shamrani,Walter Smith,"
17000,place,"USA,Texas,Kansas City,Chicago,Illinois,",person,"Khalid Shamrani,Shamrani,Walter Smith,Jamal al Quso,"
17001,place,"USA,Texas,Missouri,",person,"Walter Smith,Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,Jamal al Quso,"
17002,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,Toronto,Gizab,Qalat,",person,"Raeed Beandali,David Loiseau,Fahd Khadr,"
17003,place,"USA,Canada,London,UK,Montreal,",person,"Raeed Beandali,Omar Mahmoud Othman,Murad,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,"
17004,place,"USA,Canada,London,UK,Detroit,Michigan,",person,"Raeed Beandali,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,David Loiseau,Fahd Khadr,"
17005,place,"USA,Canada,London,UK,",person,"Raeed Beandali,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Murad,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,"
17006,place,"USA,Canada,Toronto,",person,"Raeed Beandali,Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,David Loiseau,Fahd Khadr,"
17007,place,"USA,Canada,Montreal,",person,"Raeed Beandali,Omar Mahmoud Othman,Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,Patrick O'Malley,Patrick O'alley,O'alley,"
17008,place,"USA,Florida,Miami,Bahamas,Nassau,455 11th St.,Miami Beach,",person,"Muhammed Dandani,Dandani,Said Khadr,"
17009,place,"USA,Florida,Bahamas,Nassau,455 11th St.,Miami Beach,",person,"Muhammed Dandani,Dandani,Wali Shakur,Mounir Mzoudi,Omar Mahmoud Othman,Riyad Yasser,Yasser,Hamza al Midhar,Mamoun Zammar,Said Khadr,"
17010,place,"Santo Domingo,Dominican Republic,Caracas,Venezuela,Cuba,Bahamas,Nassau,13 Step St.,",person,"Sufaat,Ali Sufaat,"
17011,place,"Santo Domingo,Dominican Republic,Bahamas,Nassau,13 Step St.,",person,"Sufaat,Ali Sufaat,Omar Hanif,"
17012,place,"USA,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,12 Lavender Grove,Hackney,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,"
17013,place,"USA,London,UK,Afghanistan,Heathrow Airport,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Omar Mahmoud Othman,"
17014,place,"USA,Detroit,Michigan,Afghanistan,",person,"Abdul al Nami,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,R. Derwish,Abu Somad,Yazid Bafaba,Khaled Jehani,"
17015,place,"USA,London,UK,Detroit,Michigan,Heathrow Airport,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,"
17016,place,"USA,London,UK,Heathrow Airport,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Riyad Yasser,Yasser,"
17017,place,"USA,London,UK,Afghanistan,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,"
17018,place,"USA,London,UK,Detroit,Michigan,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,David Loiseau,Fahd Khadr,"
17019,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,",person,"Imad Dahdah,Dahdah,"
17020,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Omar Mahmoud Othman,"
17021,place,"USA,Florida,Bahamas,Nassau,UK,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Omar Mahmoud Othman,Riyad Yasser,Yasser,"
17022,place,"USA,Bahamas,Nassau,UK,Afghanistan,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,"
17023,place,"USA,Bahamas,Nassau,UK,",person,"Omar Hanif,Hanif,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,Riyad Yasser,Yasser,"
17024,place,"Bahamas,Nassau,Afghanistan,",person,"Omar Hanif,Hanif,Saeed Hasham,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,"
17025,place,"USA,UK,Afghanistan,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Imad Dahdah,Dahdah,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,"
17026,place,"USA,Florida,Miami,455 11th St.,Miami Beach,",person,"Muhammed Dandani,Dandani,Jamal al Shibh,Said Khadr,"
17027,place,"USA,Florida,455 11th St.,Miami Beach,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Dandani,Jamal al Shibh,Wali Shakur,Mounir Mzoudi,Omar Mahmoud Othman,Riyad Yasser,Yasser,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
17028,place,"USA,Santo Domingo,Morocco,Casablanca,Afghanistan,Caribbean,The Dominican Republic,",person,"Abdellah Atmani,Atmani,"
17029,place,"USA,Santo Domingo,Afghanistan,",person,"Omar Hanif,Abdellah Atmani,Atmani,"
17030,place,"Santo Domingo,Casablanca,Caribbean,",person,"Jose Escalante,Abdellah Atmani,Atmani,"
17031,place,"USA,Santo Domingo,",person,"Omar Hanif,Boris Bugarov,Abdellah Atmani,Atmani,"
17032,place,"USA,New Jersey,Newark,Detroit,Michigan,2116 27th St.,Laurel,Maryland,Baltimore,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,"
17033,place,"USA,New Jersey,2116 27th St.,Laurel,Maryland,Baltimore,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Hamza al Midhar,Mamoun Zammar,"
17034,place,"USA,New Jersey,Newark,2116 27th St.,Laurel,Maryland,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,HIjazi,"
17035,place,"USA,New Jersey,2116 27th St.,Laurel,Maryland,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
17036,place,"USA,New Jersey,Newark,Detroit,Michigan,Maryland,",person,"Adnan Hijazi,Hijazi,R. Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,"
17037,place,"USA,New Jersey,Newark,Maryland,",person,"Adnan Hijazi,Hijazi,R. Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,HIjazi,"
17038,place,"USA,New Jersey,Maryland,",person,"Adnan Hijazi,Hijazi,R. Derwish,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
17039,place,"USA,Detroit,Michigan,Maryland,",person,"Adnan Hijazi,Hijazi,Abdul al Nami,R. Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,Khaled Jehani,"
17040,place,"USA,Maryland,",person,"Adnan Hijazi,Hijazi,Abdul al Nami,R. Derwish,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,Khaled Jehani,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
17041,place,"USA,Newark,Detroit,Michigan,Laurel,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,"
17042,place,"USA,Newark,Laurel,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,HIjazi,"
17043,place,"USA,Laurel,",person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,Karim,"
17044,place,"USA,New Jersey,Newark,Detroit,Michigan,",person,"Adnan Hijazi,Hijazi,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abu Somad,Yazid Bafaba,"
17045,place,"USA,Newark,Detroit,Michigan,",person,"Adnan Hijazi,Hijazi,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Abu Somad,Yazid Bafaba,"
17046,place,"USA,London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",person,"Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
17047,place,"USA,London,UK,Chicago,Illinois,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,Murad,Abdul Murad,Khalid S.,Quso,Jamal,"
17048,place,"USA,London,UK,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Jamal al Quso,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Murad,Abdul Murad,Khalid S.,Quso,Jamal,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,"
17049,place,"USA,UK,",person,"Omar Hanif,Hanif,Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Imad Dahdah,Dahdah,Jamal al Quso,J. T.,A. H.,M. M.,Omar Mahmoud Othman,Othman,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,Murad,Abdul Murad,Khalid S.,Quso,Jamal,Riyad Yasser,Yasser,David Loiseau,Fahd Khadr,"
17050,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Caribbean,Bogota,77 Avenue Francis,South and Central America,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,"
